"time","sineVoltage.v","booleanPulse.y"
0.03248,-228.361240184627,0
0.03256,-234.1004330885708,0
0.03264,-239.69176314140716,0
0.03272,-245.13169873923405,0
0.0328,-250.41680390213187,0
0.03288,-255.54374044440155,0
0.03296,-260.5092700830357,0
0.033,-262.9305231718585,0
0.033,-262.9305231718585,1
0.03304,-265.3102564830849,1
0.03312,-269.94366723863925,1
0.0332,-274.40657578815535,1
0.03328,-278.6961632629375,1
0.03336,-282.80972026759605,1
0.03340000010338003,-284.79967609930236,1
0.03340000010338003,-284.79967609930236,0
0.03344,-286.7446485913601,0
0.03352,-290.4984628491613,0
0.0336,-294.06879205145685,0
0.03368,-297.4533811017985,0
0.03376,-300.650092221199,0
0.03384,-303.656906298399,0
0.03392,-306.4719241651809,0
0.034,-309.093367795925,0
0.03408,-311.5195814306471,0
0.03416,-313.74903262081415,0
0.03424,-315.78031319726904,0
0.03432,-317.612140159663,0
0.0344,-319.24335648682387,0
0.03448,-320.6729318675573,0
0.03456,-321.8999633514117,0
0.03464,-322.92367591900273,0
0.03472,-323.7434229715311,0
0.0348,-324.3586867391883,0
0.03488,-324.76907860819153,0
0.03496,-324.97433936624026,0
0.03504,-324.97433936624026,0
0.03512,-324.7690786081915,0
0.0352,-324.3586867391882,0
0.03528,-323.743422971531,0
0.03536,-322.9236759190027,0
0.03544,-321.89996335141166,0
0.03552,-320.67293186755705,0
0.0356,-319.2433564868238,0
0.03568,-317.61214015966283,0
0.03576,-315.780313197269,0
0.03584,-313.7490326208138,0
0.03592,-311.51958143064707,0
0.036,-309.09336779592496,0
0.03608,-306.4719241651808,0
0.03616,-303.6569062983985,0
0.03624,-300.65009222119863,0
0.03632,-297.4533811017982,0
0.0364,-294.068792051456,0
0.03648,-290.4984628491603,0
0.03656,-286.7446485913594,0
0.03664,-282.80972026759565,0
0.03672,-278.69616326293703,0
0.0368,-274.40657578815427,0
0.03688,-269.94366723863874,0
0.03696,-265.3102564830844,0
0.03704,-260.5092700830348,0
0.03712,-255.54374044440064,0
0.0372,-250.41680390213094,0
0.03728,-245.13169873923346,0
0.03736,-239.6917631414062,0
0.03744,-234.10043308856936,0
0.03752,-228.36124018462516,0
0.0376,-222.47780942682334,0
0.03768,-216.4538569161312,0
0.03776,-210.29318751006923,0
0.03784,-203.99969241947653,0
0.03792,-197.57734675074602,0
0.038,-191.03020699505342,0
0.03808,-184.36240846619543,0
0.03816,-177.5781626886365,0
0.03824,-170.68175473742005,0
0.03832,-163.67754053162164,0
0.0384,-156.5699440830573,0
0.03848,-149.3634547019823,0
0.03856,-142.06262416155238,0
0.03864,-134.67206382281645,0
0.03872,-127.19644172209036,0
0.0388,-119.6404796225193,0
0.03888,-112.00895003171692,0
0.03896,-104.30667318734245,0
0.03904,-96.53851401253563,0
0.03912,-88.70937904313048,0
0.0392,-80.82421332857639,0
0.03928,-72.88799730854797,0
0.03936,-64.90574366718128,0
0.03944,-56.88249416696421,0
0.03952,-48.82331646424432,0
0.0396,-40.73330090839766,0
0.03968,-32.617557326644125,0
0.03976,-24.481211796577348,0
0.03984,-16.32940340842425,0
0.03992,-8.167281019083179,0
0.039992089353122554,-0.8076901473327339,0
0.039992089353122554,-0.8076901473327339,0
0.04,9.954278617210068e-13,0
0.04,9.954278617210068e-13,0
